EFG_PCT_HOME,FT_PER_FGA_HOME,OREB_PCT_HOME,DREB_PCT_HOME,TOV_PCT_HOME,EFG_PCT_AWAY,FT_PER_FGA_AWAY,OREB_PCT_AWAY,DREB_PCT_AWAY,TOV_PCT_AWAY,WL_HOME
0.378787879,0.454545455,0.214285714,0.71875,0.138356748,0.53030303,0.318181818,0.28125,0.785714286,0.164618086,L
0.552083333,0.197916667,0.404761905,0.723404255,0.12295082,0.420731707,0.390243902,0.276595745,0.595238095,0.162005457,W
0.494623656,0.23655914,0.489795918,0.697674419,0.159033079,0.448717949,0.282051282,0.302325581,0.510204082,0.178443969,W
0.403614458,0.265060241,0.375,0.869565217,0.234097514,0.436046512,0.23255814,0.130434783,0.625,0.126628075,L
0.474683544,0.430379747,0.388888889,0.722222222,0.093040566,0.493421053,0.302631579,0.277777778,0.611111111,0.129430506,W
0.586666667,0.346666667,0.333333333,0.666666667,0.120593692,0.414772727,0.227272727,0.333333333,0.666666667,0.139664804,W
0.445121951,0.414634146,0.363636364,0.714285714,0.160202361,0.43373494,0.337349398,0.285714286,0.636363636,0.141492748,W
0.448717949,0.115384615,0.255319149,0.783783784,0.179584121,0.506097561,0.134146341,0.216216216,0.744680851,0.150432493,L
0.454545455,0.402597403,0.341463415,0.739130435,0.103305785,0.452380952,0.154761905,0.260869565,0.658536585,0.124425727,W
0.409090909,0.311688312,0.133333333,0.666666667,0.163043478,0.475609756,0.243902439,0.333333333,0.866666667,0.190575191,L
0.506666667,0.28,0.289473684,0.803921569,0.150481541,0.36875,0.1625,0.196078431,0.710526316,0.128814903,W
0.382716049,0.407407407,0.229166667,0.8,0.145947802,0.532051282,0.269230769,0.2,0.770833333,0.157757981,L
0.384615385,0.142857143,0.314814815,0.666666667,0.083395107,0.481927711,0.21686747,0.333333333,0.685185185,0.113679424,L
0.444444444,0.24691358,0.25,0.763157895,0.123292868,0.524691358,0.160493827,0.236842105,0.75,0.16904583,L
0.426666667,0.226666667,0.317073171,0.755555556,0.207939509,0.482142857,0.083333333,0.244444444,0.682926829,0.137308749,L
0.494505495,0.186813187,0.217391304,0.659090909,0.047709924,0.45,0.2625,0.340909091,0.782608696,0.14953271,W
0.52970297,0.168316832,0.365384615,0.717391304,0.089751958,0.465517241,0.298850575,0.282608696,0.634615385,0.15060241,W
0.441558442,0.324675325,0.318181818,0.604651163,0.11741683,0.512345679,0.271604938,0.395348837,0.681818182,0.113464448,L
0.512987013,0.285714286,0.225,0.651162791,0.111111111,0.487804878,0.268292683,0.348837209,0.775,0.131381381,L
0.416666667,0.141025641,0.279069767,0.617021277,0.184179915,0.517647059,0.094117647,0.382978723,0.720930233,0.148698885,L
0.411392405,0.088607595,0.30952381,0.785714286,0.195083886,0.486666667,0.186666667,0.214285714,0.69047619,0.143149284,L
0.341463415,0.231707317,0.227272727,0.636363636,0.14858841,0.512345679,0.234567901,0.363636364,0.772727273,0.182291667,L
0.422077922,0.220779221,0.285714286,0.571428571,0.143184422,0.361702128,0.117021277,0.428571429,0.714285714,0.152335816,W
0.379518072,0.21686747,0.254901961,0.823529412,0.069006309,0.436507937,0.46031746,0.176470588,0.745098039,0.169491525,L
0.446666667,0.346666667,0.25,0.695652174,0.165380375,0.463855422,0.120481928,0.304347826,0.75,0.203467799,W
0.484126984,0.396825397,0.222222222,0.727272727,0.210336538,0.493333333,0.186666667,0.272727273,0.777777778,0.183256173,L
0.470930233,0.220930233,0.219512195,0.880952381,0.144980065,0.548780488,0.207317073,0.119047619,0.780487805,0.122641509,L
0.481012658,0.265822785,0.318181818,0.818181818,0.142261002,0.380597015,0.373134328,0.181818182,0.681818182,0.180072029,W
0.590277778,0.25,0.321428571,0.722222222,0.13666947,0.345744681,0.14893617,0.277777778,0.678571429,0.055596738,W
0.420212766,0.319148936,0.229166667,0.759259259,0.147975078,0.457894737,0.2,0.240740741,0.770833333,0.149889555,W
0.558441558,0.25974026,0.3125,0.680851064,0.118436636,0.39375,0.25,0.319148936,0.6875,0.139768915,W
0.441489362,0.234042553,0.361702128,0.755555556,0.131752306,0.494252874,0.264367816,0.244444444,0.638297872,0.102145046,L
0.533783784,0.216216216,0.342857143,0.658536585,0.177795338,0.440789474,0.223684211,0.341463415,0.657142857,0.184609405,W
0.609756098,0.256097561,0.225806452,0.673469388,0.131381381,0.417647059,0.2,0.326530612,0.774193548,0.18153527,W
0.621794872,0.141025641,0.25,0.789473684,0.149940024,0.533783784,0.243243243,0.210526316,0.75,0.157047507,W
